Spieltag,Team,Gegner,Tore,Gegentore,Wo,Platz,Kader,Formation,Wechsel
25,Berliner SV 1892,BSV Al-Dersimspor,NA,NA,home,NA,NA,formation unclear,NA
25,SC Borsigwalde 1910,BFC Meteor 06,NA,NA,away,NA,NA,formation unclear,NA
25,SV Stern Britz 1889,VfB Concordia Britz 1916,NA,NA,away,NA,NA,formation unclear,NA
25,BFC Preussen II,Köpenicker FC,NA,NA,away,NA,NA,formation unclear,NA
25,TSV Rudow Berlin,SV Empor Berlin II,NA,NA,away,NA,NA,formation unclear,NA
25,FC Viktoria 1889 Berlin II,Berliner SC II,NA,NA,away,NA,NA,formation unclear,NA
25,BSV Eintracht Mahlsdorf II,FSV Berolina Stralau 1901,NA,NA,away,NA,NA,formation unclear,NA
25,Türkiyemspor Berlin,FC Internationale Berlin 1980,NA,NA,away,NA,NA,formation unclear,NA
25,BSV Al-Dersimspor,Berliner SV 1892,NA,NA,away,NA,NA,formation unclear,NA
26,SV Stern Britz 1889,Köpenicker FC,NA,NA,home,NA,NA,formation unclear,NA
26,SC Borsigwalde 1910,BFC Preussen II,NA,NA,home,NA,NA,formation unclear,NA
26,Türkiyemspor Berlin,BFC Meteor 06,NA,NA,home,NA,NA,formation unclear,NA
26,Berliner SC II,SV Empor Berlin II,NA,NA,home,NA,NA,formation unclear,NA
26,FC Viktoria 1889 Berlin II,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
26,BSV Al-Dersimspor,VfB Concordia Britz 1916,NA,NA,home,NA,NA,formation unclear,NA
26,Berliner SV 1892,FC Internationale Berlin 1980,NA,NA,home,NA,NA,formation unclear,NA
26,TSV Rudow Berlin,FSV Berolina Stralau 1901,NA,NA,home,NA,NA,formation unclear,NA
26,Köpenicker FC,SV Stern Britz 1889,NA,NA,away,NA,NA,formation unclear,NA
26,BFC Preussen II,SC Borsigwalde 1910,NA,NA,away,NA,NA,formation unclear,NA
26,BFC Meteor 06,Türkiyemspor Berlin,NA,NA,away,NA,NA,formation unclear,NA
26,SV Empor Berlin II,Berliner SC II,NA,NA,away,NA,NA,formation unclear,NA
26,BSV Eintracht Mahlsdorf II,FC Viktoria 1889 Berlin II,NA,NA,away,NA,NA,formation unclear,NA
26,VfB Concordia Britz 1916,BSV Al-Dersimspor,NA,NA,away,NA,NA,formation unclear,NA
26,FC Internationale Berlin 1980,Berliner SV 1892,NA,NA,away,NA,NA,formation unclear,NA
26,FSV Berolina Stralau 1901,TSV Rudow Berlin,NA,NA,away,NA,NA,formation unclear,NA
27,BSV Al-Dersimspor,FC Viktoria 1889 Berlin II,NA,NA,home,NA,NA,formation unclear,NA
27,BFC Meteor 06,BFC Preussen II,NA,NA,home,NA,NA,formation unclear,NA
27,FC Internationale Berlin 1980,SV Stern Britz 1889,NA,NA,home,NA,NA,formation unclear,NA
27,Berliner SV 1892,TSV Rudow Berlin,NA,NA,home,NA,NA,formation unclear,NA
27,FSV Berolina Stralau 1901,Köpenicker FC,NA,NA,home,NA,NA,formation unclear,NA
27,VfB Concordia Britz 1916,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
27,SV Empor Berlin II,SC Borsigwalde 1910,NA,NA,home,NA,NA,formation unclear,NA
27,Berliner SC II,Türkiyemspor Berlin,NA,NA,home,NA,NA,formation unclear,NA
27,FC Viktoria 1889 Berlin II,BSV Al-Dersimspor,NA,NA,away,NA,NA,formation unclear,NA
27,BFC Preussen II,BFC Meteor 06,NA,NA,away,NA,NA,formation unclear,NA
27,SV Stern Britz 1889,FC Internationale Berlin 1980,NA,NA,away,NA,NA,formation unclear,NA
27,TSV Rudow Berlin,Berliner SV 1892,NA,NA,away,NA,NA,formation unclear,NA
27,Köpenicker FC,FSV Berolina Stralau 1901,NA,NA,away,NA,NA,formation unclear,NA
27,BSV Eintracht Mahlsdorf II,VfB Concordia Britz 1916,NA,NA,away,NA,NA,formation unclear,NA
27,SC Borsigwalde 1910,SV Empor Berlin II,NA,NA,away,NA,NA,formation unclear,NA
27,Türkiyemspor Berlin,Berliner SC II,NA,NA,away,NA,NA,formation unclear,NA
28,Köpenicker FC,BFC Meteor 06,NA,NA,home,NA,NA,formation unclear,NA
28,BSV Eintracht Mahlsdorf II,SV Empor Berlin II,NA,NA,home,NA,NA,formation unclear,NA
28,FSV Berolina Stralau 1901,FC Viktoria 1889 Berlin II,NA,NA,home,NA,NA,formation unclear,NA
28,TSV Rudow Berlin,Berliner SC II,NA,NA,home,NA,NA,formation unclear,NA
28,SV Stern Britz 1889,Berliner SV 1892,NA,NA,home,NA,NA,formation unclear,NA
28,SC Borsigwalde 1910,FC Internationale Berlin 1980,NA,NA,home,NA,NA,formation unclear,NA
28,BFC Preussen II,VfB Concordia Britz 1916,NA,NA,home,NA,NA,formation unclear,NA
28,Türkiyemspor Berlin,BSV Al-Dersimspor,NA,NA,home,NA,NA,formation unclear,NA
28,BFC Meteor 06,Köpenicker FC,NA,NA,away,NA,NA,formation unclear,NA
28,SV Empor Berlin II,BSV Eintracht Mahlsdorf II,NA,NA,away,NA,NA,formation unclear,NA
28,FC Viktoria 1889 Berlin II,FSV Berolina Stralau 1901,NA,NA,away,NA,NA,formation unclear,NA
28,Berliner SC II,TSV Rudow Berlin,NA,NA,away,NA,NA,formation unclear,NA
28,Berliner SV 1892,SV Stern Britz 1889,NA,NA,away,NA,NA,formation unclear,NA
28,FC Internationale Berlin 1980,SC Borsigwalde 1910,NA,NA,away,NA,NA,formation unclear,NA
28,VfB Concordia Britz 1916,BFC Preussen II,NA,NA,away,NA,NA,formation unclear,NA
28,BSV Al-Dersimspor,Türkiyemspor Berlin,NA,NA,away,NA,NA,formation unclear,NA
29,FC Internationale Berlin 1980,BSV Eintracht Mahlsdorf II,NA,NA,home,NA,NA,formation unclear,NA
29,SV Empor Berlin II,BFC Preussen II,NA,NA,home,NA,NA,formation unclear,NA
29,Berliner SC II,SV Stern Britz 1889,NA,NA,home,NA,NA,formation unclear,NA
29,VfB Concordia Britz 1916,Köpenicker FC,NA,NA,home,NA,NA,formation unclear,NA
29,FC Viktoria 1889 Berlin II,Türkiyemspor Berlin,NA,NA,home,NA,NA,formation unclear,NA
29,BFC Meteor 06,FSV Berolina Stralau 1901,NA,NA,home,NA,NA,formation unclear,NA
29,Berliner SV 1892,SC Borsigwalde 1910,NA,NA,home,NA,NA,formation unclear,NA
29,BSV Al-Dersimspor,TSV Rudow Berlin,NA,NA,home,NA,NA,formation unclear,NA
29,BSV Eintracht Mahlsdorf II,FC Internationale Berlin 1980,NA,NA,away,NA,NA,formation unclear,NA
29,BFC Preussen II,SV Empor Berlin II,NA,NA,away,NA,NA,formation unclear,NA
29,SV Stern Britz 1889,Berliner SC II,NA,NA,away,NA,NA,formation unclear,NA
29,Köpenicker FC,VfB Concordia Britz 1916,NA,NA,away,NA,NA,formation unclear,NA
29,Türkiyemspor Berlin,FC Viktoria 1889 Berlin II,NA,NA,away,NA,NA,formation unclear,NA
29,FSV Berolina Stralau 1901,BFC Meteor 06,NA,NA,away,NA,NA,formation unclear,NA
29,SC Borsigwalde 1910,Berliner SV 1892,NA,NA,away,NA,NA,formation unclear,NA
29,TSV Rudow Berlin,BSV Al-Dersimspor,NA,NA,away,NA,NA,formation unclear,NA
30,BFC Preussen II,FC Internationale Berlin 1980,NA,NA,home,NA,NA,formation unclear,NA
30,BFC Meteor 06,FC Viktoria 1889 Berlin II,NA,NA,home,NA,NA,formation unclear,NA
30,SC Borsigwalde 1910,Berliner SC II,NA,NA,home,NA,NA,formation unclear,NA
30,TSV Rudow Berlin,Türkiyemspor Berlin,NA,NA,home,NA,NA,formation unclear,NA
30,BSV Eintracht Mahlsdorf II,Berliner SV 1892,NA,NA,home,NA,NA,formation unclear,NA
30,FSV Berolina Stralau 1901,VfB Concordia Britz 1916,NA,NA,home,NA,NA,formation unclear,NA
30,SV Stern Britz 1889,BSV Al-Dersimspor,NA,NA,home,NA,NA,formation unclear,NA
30,Köpenicker FC,SV Empor Berlin II,NA,NA,home,NA,NA,formation unclear,NA
30,FC Internationale Berlin 1980,BFC Preussen II,NA,NA,away,NA,NA,formation unclear,NA
30,FC Viktoria 1889 Berlin II,BFC Meteor 06,NA,NA,away,NA,NA,formation unclear,NA
30,Berliner SC II,SC Borsigwalde 1910,NA,NA,away,NA,NA,formation unclear,NA
30,Türkiyemspor Berlin,TSV Rudow Berlin,NA,NA,away,NA,NA,formation unclear,NA
30,Berliner SV 1892,BSV Eintracht Mahlsdorf II,NA,NA,away,NA,NA,formation unclear,NA
30,VfB Concordia Britz 1916,FSV Berolina Stralau 1901,NA,NA,away,NA,NA,formation unclear,NA
30,BSV Al-Dersimspor,SV Stern Britz 1889,NA,NA,away,NA,NA,formation unclear,NA
30,SV Empor Berlin II,Köpenicker FC,NA,NA,away,NA,NA,formation unclear,NA
