Spieltag,Heim,Auswärts,H_tore,A_tore,HeimFormation,HeimStartelf,HeimSubs,ToreRaw,where,size,AuswaertsFormation,AuswaertsStartelf,AuswaertsSubs
5,1.FC Schöneberg,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,SC Borsigwalde,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
5,BSV 1892,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,Berliner SC II,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,DJK Schwarz-Weiß Neukölln,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,SF Johannisthal,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,Berlin Hilalspor,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,Berolina Mitte,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,FC Internationale Berlin,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
5,SC Berliner Amateure,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,FC Internationale Berlin,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,Berliner SC II,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,DJK Schwarz-Weiß Neukölln,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,BSV 1892,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,BSV Hürtürkel,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,Berlin Hilalspor,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,SF Johannisthal,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,Berolina Mitte,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
6,Pfeffersport,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,BFC Preussen II,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,SF Charlottenburg-Wilmersdorf 03,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,1.FC Schöneberg,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,Friedenauer TSC,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,SC Berliner Amateure,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,SC Borsigwalde,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
6,SV Empor Berlin II,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,BFC Preussen II,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,Pfeffersport,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,SV Empor Berlin II,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,1.FC Schöneberg,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,SF Charlottenburg-Wilmersdorf 03,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,SC Berliner Amateure,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,Friedenauer TSC,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,SC Borsigwalde,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
7,BSV Hürtürkel,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,BSV 1892,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,DJK Schwarz-Weiß Neukölln,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,Berliner SC II,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,FC Internationale Berlin,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,SF Johannisthal,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,Berlin Hilalspor,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
7,Berolina Mitte,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,FC Internationale Berlin,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,SV Empor Berlin II,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,DJK Schwarz-Weiß Neukölln,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,Berlin Hilalspor,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,SC Berliner Amateure,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,SF Johannisthal,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,SC Borsigwalde,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,Berolina Mitte,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
8,BSV 1892,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,Pfeffersport,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,Berliner SC II,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,SF Charlottenburg-Wilmersdorf 03,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,BFC Preussen II,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,Friedenauer TSC,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,1.FC Schöneberg,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
8,BSV Hürtürkel,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,BFC Preussen II,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,Pfeffersport,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,Berliner SC II,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,BSV 1892,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,1.FC Schöneberg,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,BSV Hürtürkel,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,Friedenauer TSC,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,SF Charlottenburg-Wilmersdorf 03,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
9,SF Johannisthal,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,SC Borsigwalde,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,FC Internationale Berlin,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,Berlin Hilalspor,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,SC Berliner Amateure,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,DJK Schwarz-Weiß Neukölln,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,Berolina Mitte,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
9,SV Empor Berlin II,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,FC Internationale Berlin,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,DJK Schwarz-Weiß Neukölln,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,BSV 1892,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,BSV Hürtürkel,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,Berliner SC II,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,Berlin Hilalspor,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,Friedenauer TSC,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,Berolina Mitte,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
10,SV Empor Berlin II,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,SC Borsigwalde,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,SF Charlottenburg-Wilmersdorf 03,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,1.FC Schöneberg,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,Pfeffersport,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,SF Johannisthal,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,BFC Preussen II,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
10,SC Berliner Amateure,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,BFC Preussen II,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,FC Internationale Berlin,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,Berliner SC II,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,DJK Schwarz-Weiß Neukölln,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,BSV 1892,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,BSV Hürtürkel,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,Berlin Hilalspor,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,Friedenauer TSC,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
11,1.FC Schöneberg,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,SC Berliner Amateure,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,SV Empor Berlin II,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,SF Johannisthal,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,SC Borsigwalde,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,SF Charlottenburg-Wilmersdorf 03,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,Berolina Mitte,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
11,Pfeffersport,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,Pfeffersport,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,SV Empor Berlin II,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,SF Charlottenburg-Wilmersdorf 03,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,Berlin Hilalspor,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,SC Berliner Amateure,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,SF Johannisthal,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,SC Borsigwalde,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,Berolina Mitte,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
12,BFC Preussen II,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,BSV Hürtürkel,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,Friedenauer TSC,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,1.FC Schöneberg,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,BSV 1892,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,FC Internationale Berlin,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,Berliner SC II,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
12,DJK Schwarz-Weiß Neukölln,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,1.FC Schöneberg,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,BFC Preussen II,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,SF Johannisthal,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,SC Berliner Amateure,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,SC Borsigwalde,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,SV Empor Berlin II,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,SF Charlottenburg-Wilmersdorf 03,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,Pfeffersport,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
13,Friedenauer TSC,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,Berlin Hilalspor,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,Berolina Mitte,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,DJK Schwarz-Weiß Neukölln,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,FC Internationale Berlin,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,BSV 1892,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,Berliner SC II,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
13,BSV Hürtürkel,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
14,BFC Preussen II,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
14,FC Internationale Berlin,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
14,Berliner SC II,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
14,DJK Schwarz-Weiß Neukölln,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
14,BSV 1892,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
14,BSV Hürtürkel,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
14,1.FC Schöneberg,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
14,Friedenauer TSC,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
14,SF Charlottenburg-Wilmersdorf 03,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
14,Berolina Mitte,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
14,SC Berliner Amateure,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
14,Berlin Hilalspor,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
14,SF Johannisthal,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
14,SC Borsigwalde,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
14,Pfeffersport,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
14,SV Empor Berlin II,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
15,FC Internationale Berlin,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
15,DJK Schwarz-Weiß Neukölln,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
15,BSV 1892,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
15,Berlin Hilalspor,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
15,SC Berliner Amateure,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
15,SF Johannisthal,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
15,SC Borsigwalde,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
15,Berolina Mitte,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
15,BSV Hürtürkel,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
15,Friedenauer TSC,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
15,Berliner SC II,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
15,SV Empor Berlin II,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
15,Pfeffersport,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
15,1.FC Schöneberg,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
15,SF Charlottenburg-Wilmersdorf 03,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
15,BFC Preussen II,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
16,SC Borsigwalde,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
16,Berlin Hilalspor,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
16,Berolina Mitte,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
16,SC Berliner Amateure,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
16,SF Charlottenburg-Wilmersdorf 03,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
16,DJK Schwarz-Weiß Neukölln,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
16,SV Empor Berlin II,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
16,SF Johannisthal,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
16,BFC Preussen II,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
16,FC Internationale Berlin,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
16,Berliner SC II,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
16,Friedenauer TSC,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
16,Pfeffersport,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
16,BSV 1892,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
16,1.FC Schöneberg,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
16,BSV Hürtürkel,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
17,BSV 1892,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
17,Pfeffersport,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
17,Berliner SC II,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
17,SF Charlottenburg-Wilmersdorf 03,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
17,BFC Preussen II,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
17,Friedenauer TSC,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
17,1.FC Schöneberg,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
17,BSV Hürtürkel,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
17,FC Internationale Berlin,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
17,SV Empor Berlin II,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
17,DJK Schwarz-Weiß Neukölln,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
17,Berlin Hilalspor,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
17,SC Berliner Amateure,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
17,SF Johannisthal,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
17,SC Borsigwalde,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
17,Berolina Mitte,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
18,SF Johannisthal,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
18,SC Borsigwalde,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
18,FC Internationale Berlin,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
18,Berlin Hilalspor,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
18,SC Berliner Amateure,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
18,DJK Schwarz-Weiß Neukölln,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
18,Berolina Mitte,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
18,SV Empor Berlin II,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
18,BFC Preussen II,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
18,Pfeffersport,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
18,Berliner SC II,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
18,BSV 1892,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
18,1.FC Schöneberg,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
18,BSV Hürtürkel,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
18,Friedenauer TSC,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
18,SF Charlottenburg-Wilmersdorf 03,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
19,BSV Hürtürkel,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
19,Friedenauer TSC,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
19,Berliner SC II,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
19,SV Empor Berlin II,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
19,Pfeffersport,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
19,1.FC Schöneberg,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
19,SF Charlottenburg-Wilmersdorf 03,SC Borsigwalde,NA,NA,formation unclear,,,,home,NA,formation unclear,,
19,BFC Preussen II,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
19,FC Internationale Berlin,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
19,DJK Schwarz-Weiß Neukölln,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
19,BSV 1892,Berliner SC II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
19,Berlin Hilalspor,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
19,SC Berliner Amateure,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
19,SF Johannisthal,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
19,SC Borsigwalde,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
19,Berolina Mitte,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
20,DJK Schwarz-Weiß Neukölln,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
20,FC Internationale Berlin,Friedenauer TSC,NA,NA,formation unclear,,,,home,NA,formation unclear,,
20,SF Johannisthal,Pfeffersport,NA,NA,formation unclear,,,,home,NA,formation unclear,,
20,SC Borsigwalde,SV Empor Berlin II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
20,Berlin Hilalspor,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
20,Berolina Mitte,1.FC Schöneberg,NA,NA,formation unclear,,,,home,NA,formation unclear,,
20,BSV 1892,BSV Hürtürkel,NA,NA,formation unclear,,,,home,NA,formation unclear,,
20,SC Berliner Amateure,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,home,NA,formation unclear,,
20,BFC Preussen II,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,away,NA,formation unclear,,
20,Friedenauer TSC,FC Internationale Berlin,NA,NA,formation unclear,,,,away,NA,formation unclear,,
20,Pfeffersport,SF Johannisthal,NA,NA,formation unclear,,,,away,NA,formation unclear,,
20,SV Empor Berlin II,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
20,Berliner SC II,Berlin Hilalspor,NA,NA,formation unclear,,,,away,NA,formation unclear,,
20,1.FC Schöneberg,Berolina Mitte,NA,NA,formation unclear,,,,away,NA,formation unclear,,
20,BSV Hürtürkel,BSV 1892,NA,NA,formation unclear,,,,away,NA,formation unclear,,
20,SF Charlottenburg-Wilmersdorf 03,SC Berliner Amateure,NA,NA,formation unclear,,,,away,NA,formation unclear,,
21,BFC Preussen II,FC Internationale Berlin,NA,NA,formation unclear,,,,home,NA,formation unclear,,
21,1.FC Schöneberg,DJK Schwarz-Weiß Neukölln,NA,NA,formation unclear,,,,home,NA,formation unclear,,
21,Friedenauer TSC,BSV 1892,NA,NA,formation unclear,,,,home,NA,formation unclear,,
21,SC Borsigwalde,Berlin Hilalspor,NA,NA,formation unclear,,,,home,NA,formation unclear,,
21,SV Empor Berlin II,SC Berliner Amateure,NA,NA,formation unclear,,,,home,NA,formation unclear,,
21,SF Charlottenburg-Wilmersdorf 03,SF Johannisthal,NA,NA,formation unclear,,,,home,NA,formation unclear,,
21,Pfeffersport,Berolina Mitte,NA,NA,formation unclear,,,,home,NA,formation unclear,,
21,BSV Hürtürkel,Berliner SC II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
21,FC Internationale Berlin,BFC Preussen II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
21,DJK Schwarz-Weiß Neukölln,1.FC Schöneberg,NA,NA,formation unclear,,,,away,NA,formation unclear,,
21,BSV 1892,Friedenauer TSC,NA,NA,formation unclear,,,,away,NA,formation unclear,,
21,Berlin Hilalspor,SC Borsigwalde,NA,NA,formation unclear,,,,away,NA,formation unclear,,
21,SC Berliner Amateure,SV Empor Berlin II,NA,NA,formation unclear,,,,away,NA,formation unclear,,
21,SF Johannisthal,SF Charlottenburg-Wilmersdorf 03,NA,NA,formation unclear,,,,away,NA,formation unclear,,
21,Berolina Mitte,Pfeffersport,NA,NA,formation unclear,,,,away,NA,formation unclear,,
21,Berliner SC II,BSV Hürtürkel,NA,NA,formation unclear,,,,away,NA,formation unclear,,
22,1.FC Schöneberg,BFC Preussen II,NA,NA,formation unclear,,,,home,NA,formation unclear,,
