matchday,H,A,Tore_H,Tore_A,where
28,Berliner SC II,SC Borsigwalde,NA,NA,home
28,DJK Schwarz-Weiß Neukölln,Berolina Mitte,NA,NA,home
28,Pfeffersport,BFC Preussen II,NA,NA,away
28,SV Empor Berlin II,BSV Hürtürkel,NA,NA,away
28,SF Charlottenburg-Wilmersdorf 03,Friedenauer TSC,NA,NA,away
28,Berlin Hilalspor,1.FC Schöneberg,NA,NA,away
28,SC Berliner Amateure,BSV 1892,NA,NA,away
28,SF Johannisthal,FC Internationale Berlin,NA,NA,away
28,SC Borsigwalde,Berliner SC II,NA,NA,away
28,Berolina Mitte,DJK Schwarz-Weiß Neukölln,NA,NA,away
29,SF Charlottenburg-Wilmersdorf 03,BFC Preussen II,NA,NA,home
29,Berolina Mitte,FC Internationale Berlin,NA,NA,home
29,SC Berliner Amateure,Berliner SC II,NA,NA,home
29,Berlin Hilalspor,DJK Schwarz-Weiß Neukölln,NA,NA,home
29,SF Johannisthal,BSV 1892,NA,NA,home
29,SC Borsigwalde,BSV Hürtürkel,NA,NA,home
29,Pfeffersport,1.FC Schöneberg,NA,NA,home
29,SV Empor Berlin II,Friedenauer TSC,NA,NA,home
29,BFC Preussen II,SF Charlottenburg-Wilmersdorf 03,NA,NA,away
29,FC Internationale Berlin,Berolina Mitte,NA,NA,away
29,Berliner SC II,SC Berliner Amateure,NA,NA,away
29,DJK Schwarz-Weiß Neukölln,Berlin Hilalspor,NA,NA,away
29,BSV 1892,SF Johannisthal,NA,NA,away
29,BSV Hürtürkel,SC Borsigwalde,NA,NA,away
29,1.FC Schöneberg,Pfeffersport,NA,NA,away
29,Friedenauer TSC,SV Empor Berlin II,NA,NA,away
30,Friedenauer TSC,1.FC Schöneberg,NA,NA,home
30,Berlin Hilalspor,BFC Preussen II,NA,NA,home
30,Berolina Mitte,SF Johannisthal,NA,NA,home
30,DJK Schwarz-Weiß Neukölln,SC Berliner Amateure,NA,NA,home
30,FC Internationale Berlin,SC Borsigwalde,NA,NA,home
30,BSV 1892,SV Empor Berlin II,NA,NA,home
30,Berliner SC II,SF Charlottenburg-Wilmersdorf 03,NA,NA,home
30,BSV Hürtürkel,Pfeffersport,NA,NA,home
30,1.FC Schöneberg,Friedenauer TSC,NA,NA,away
30,BFC Preussen II,Berlin Hilalspor,NA,NA,away
30,SF Johannisthal,Berolina Mitte,NA,NA,away
30,SC Berliner Amateure,DJK Schwarz-Weiß Neukölln,NA,NA,away
30,SC Borsigwalde,FC Internationale Berlin,NA,NA,away
30,SV Empor Berlin II,BSV 1892,NA,NA,away
30,SF Charlottenburg-Wilmersdorf 03,Berliner SC II,NA,NA,away
30,Pfeffersport,BSV Hürtürkel,NA,NA,away
